URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
http://hl7.org/fhir/ValueSet/procedure-followup,4.0.1,draft,"2.16.840.1.113883.4.642.3.429",ProcedureFollowUpCodes(SNOMEDCT),Procedure Follow up Codes (SNOMED CT),"Procedure follow up codes: A selection of SNOMED CT codes relevant to procedure follow up.","StructureDefinition/senologie-psychoonkologie,StructureDefinition/senologie-operation,StructureDefinition/senologie-systemtherapie-procedure,StructureDefinition/senologie-strahlentherapie,StructureDefinition/senologie-sozialdienst","SCT"
http://hl7.org/fhir/ValueSet/procedure-not-performed-reason,4.0.1,active,"2.16.840.1.113883.4.642.3.431",ProcedureNotPerformedReason(SNOMED-CT),Procedure Not Performed Reason (SNOMED-CT),"Situation codes describing the reason that a procedure, which might otherwise be expected, was not performed, or a procedure that was started and was not completed. Consists of SNOMED CT codes, children of procedure contraindicated (183932001), procedure discontinued (416406003), procedure not done (416237000), procedure not indicated (428119001), procedure not offered (416064006), procedure not wanted (416432009), procedure refused (183944003), and procedure stopped (394908001).","StructureDefinition/senologie-psychoonkologie,StructureDefinition/senologie-operation,StructureDefinition/senologie-systemtherapie-procedure,StructureDefinition/senologie-strahlentherapie,StructureDefinition/senologie-sozialdienst","SCT"
http://hl7.org/fhir/ValueSet/procedure-outcome,4.0.1,draft,"2.16.840.1.113883.4.642.3.428",ProcedureOutcomeCodes(SNOMEDCT),Procedure Outcome Codes (SNOMED CT),"Procedure Outcome code: A selection of relevant SNOMED CT codes.","StructureDefinition/senologie-psychoonkologie,StructureDefinition/senologie-strahlentherapie,StructureDefinition/senologie-sozialdienst","SCT"
http://hl7.org/fhir/ValueSet/procedure-reason,4.0.1,draft,"2.16.840.1.113883.4.642.3.432",ProcedureReasonCodes,Procedure Reason Codes,"This example value set defines the set of codes that can be used to indicate a reason for a procedure.","StructureDefinition/senologie-psychoonkologie,StructureDefinition/senologie-operation,StructureDefinition/senologie-systemtherapie-procedure,StructureDefinition/senologie-strahlentherapie,StructureDefinition/senologie-sozialdienst,StructureDefinition/senologie-op-planung","SCT"
http://hl7.org/fhir/ValueSet/quantity-comparator,4.0.1,active,"2.16.840.1.113883.4.642.3.59",QuantityComparator,QuantityComparator,"How the Quantity should be understood and represented.","StructureDefinition/senologie-pathologie-praeparat,StructureDefinition/senologie-strahlentherapie,StructureDefinition/senologie-genexpressions-score,StructureDefinition/senologie-diagnose-maligne,StructureDefinition/senologie-systemtherapie-medikation,StructureDefinition/senologie-gynaekologische-anamnese,StructureDefinition/senologie-ki67-proliferationsindex,StructureDefinition/senologie-somatische-mutation","hl7.fhir.uv.xver-r5.r4"
http://hl7.org/fhir/ValueSet/reason-medication-status-codes,4.0.1,draft,"2.16.840.1.113883.4.642.3.369",SNOMEDCTDrugTherapyStatusCodes,SNOMED CT Drug Therapy Status codes ,"This value set includes some taken and not taken reason codes from SNOMED CT - provided as an exemplar","StructureDefinition/senologie-systemtherapie-medikation,StructureDefinition/senologie-begleitmedikation","SCT"
http://hl7.org/fhir/ValueSet/referencerange-appliesto,4.0.1,draft,"2.16.840.1.113883.4.642.3.407",ObservationReferenceRangeAppliesToCodes,Observation Reference Range Applies To Codes,"This value set defines a set of codes that can be used to indicate the particular target population the reference range applies to.","StructureDefinition/senologie-checkliste-erbliche-belastung,StructureDefinition/senologie-operative-komplikation,StructureDefinition/senologie-follow-up,StructureDefinition/senologie-bildgebung-observation,StructureDefinition/senologie-genexpressions-score,StructureDefinition/senologie-klinische-untersuchung,StructureDefinition/senologie-gynaekologische-anamnese,StructureDefinition/senologie-ki67-proliferationsindex,StructureDefinition/senologie-somatische-mutation,StructureDefinition/senologie-pdl1-status","SCT"
http://hl7.org/fhir/ValueSet/referencerange-meaning,4.0.1,draft,"2.16.840.1.113883.4.642.3.397",ObservationReferenceRangeMeaningCodes,Observation Reference Range Meaning Codes,"This value set defines a set of codes that can be used to indicate the meaning/use of a reference range for a particular target population.","StructureDefinition/senologie-checkliste-erbliche-belastung,StructureDefinition/senologie-operative-komplikation,StructureDefinition/senologie-follow-up,StructureDefinition/senologie-bildgebung-observation,StructureDefinition/senologie-genexpressions-score,StructureDefinition/senologie-klinische-untersuchung,StructureDefinition/senologie-gynaekologische-anamnese,StructureDefinition/senologie-ki67-proliferationsindex,StructureDefinition/senologie-somatische-mutation,StructureDefinition/senologie-pdl1-status","THO"
http://hl7.org/fhir/ValueSet/report-codes,4.0.1,draft,"2.16.840.1.113883.4.642.3.233",LOINCDiagnosticReportCodes,LOINC Diagnostic Report Codes,"This value set includes LOINC codes that relate to Diagnostic Observations.","StructureDefinition/senologie-pathologie-befund,StructureDefinition/senologie-bildgebung-sonstige,StructureDefinition/senologie-bildgebung-befund","LOINC"
http://hl7.org/fhir/ValueSet/request-intent,4.0.1,draft,"2.16.840.1.113883.4.642.3.113",RequestIntent,RequestIntent,"Codes indicating the degree of authority/intentionality associated with a request.","StructureDefinition/senologie-op-planung","hl7.fhir.uv.xver-r5.r4"
http://hl7.org/fhir/ValueSet/request-priority,4.0.1,draft,"2.16.840.1.113883.4.642.3.115",RequestPriority,Request priority,"The clinical priority of a diagnostic order.","StructureDefinition/senologie-geplante-systemtherapie,StructureDefinition/senologie-op-planung","hl7.fhir.uv.xver-r5.r4"
http://hl7.org/fhir/ValueSet/request-status,4.0.1,draft,"2.16.840.1.113883.4.642.3.111",RequestStatus,RequestStatus,"Codes identifying the lifecycle stage of a request.","StructureDefinition/senologie-tumorboard-empfehlung,StructureDefinition/senologie-op-planung","hl7.fhir.uv.xver-r5.r4"
http://hl7.org/fhir/ValueSet/research-subject-status,4.0.1,draft,"2.16.840.1.113883.4.642.3.829",ResearchSubjectStatus,ResearchSubjectStatus,"Indicates the progression of a study subject through a study.","StructureDefinition/senologie-studienteilnahme","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/resource-types,4.0.1,active,"2.16.840.1.113883.4.642.3.27",ResourceType,ResourceType,"One of the resource types defined as part of this version of FHIR.","StructureDefinition/senologie-pathologie-befund","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/route-codes,4.0.1,draft,"2.16.840.1.113883.4.642.3.98",SNOMEDCTRouteCodes,SNOMED CT Route Codes,"This value set includes all Route codes from SNOMED CT - provided as an exemplar.","StructureDefinition/senologie-geplante-systemtherapie,StructureDefinition/senologie-systemtherapie-medikation,StructureDefinition/senologie-begleitmedikation","SCT"
http://hl7.org/fhir/ValueSet/security-labels,4.0.1,active,"2.16.840.1.113883.4.642.3.47",All Security Labels,SecurityLabels,"A single value set for all security labels defined by FHIR.","StructureDefinition/senologie-pathologie-praeparat,StructureDefinition/senologie-operation,StructureDefinition/senologie-systemtherapie-procedure,StructureDefinition/senologie-strahlentherapie,StructureDefinition/senologie-pathologie-befund,StructureDefinition/senologie-follow-up,StructureDefinition/senologie-diagnose-maligne,StructureDefinition/senologie-tumorlokalisation,StructureDefinition/senologie-systemtherapie-medikation,StructureDefinition/senologie-nebenwirkung,StructureDefinition/senologie-somatische-mutation,StructureDefinition/senologie-pdl1-status",
http://hl7.org/fhir/ValueSet/servicerequest-category,4.0.1,draft,"2.16.840.1.113883.4.642.3.434",ServiceRequestCategoryCodes,Service Request Category Codes,"An example value set of SNOMED CT concepts that can classify a requested service","StructureDefinition/senologie-op-planung","SCT"
http://hl7.org/fhir/ValueSet/servicerequest-orderdetail,4.0.1,draft,"2.16.840.1.113883.4.642.3.435",ServiceRequestOrderDetailsCodes,Service Request Order Details Codes,"An example value set of Codified order entry details concepts.  These concepts only make sense in the context of what is being ordered.  This example is for a patient ventilation order","StructureDefinition/senologie-op-planung","SCT"
http://hl7.org/fhir/ValueSet/specimen-processing-procedure,4.0.1,draft,"2.16.840.1.113883.4.642.3.469",SpecimenProcessingProcedure,Specimen processing procedure,"The technique that is used to perform the process or preserve the specimen.","StructureDefinition/senologie-pathologie-praeparat","THO (V2)"
http://hl7.org/fhir/ValueSet/specimen-status,4.0.1,draft,"2.16.840.1.113883.4.642.3.471",SpecimenStatus,SpecimenStatus,"Codes providing the status/availability of a specimen.","StructureDefinition/senologie-pathologie-praeparat","hl7.fhir.uv.xver-r5.r4"
http://hl7.org/fhir/ValueSet/timing-abbreviation,4.0.1,draft,"2.16.840.1.113883.4.642.3.78",TimingAbbreviation,TimingAbbreviation,"Code for a known / defined timing pattern.","StructureDefinition/senologie-systemtherapie-medikation","THO (V3)"
http://hl7.org/fhir/ValueSet/udi-entry-type,4.0.1,draft,"2.16.840.1.113883.4.642.3.211",UDIEntryType,UDIEntryType,"Codes to identify how UDI data was entered.","StructureDefinition/senologie-implantat","hl7.fhir.uv.xver-r5.r4"
http://hl7.org/fhir/ValueSet/units-of-time,4.0.1,active,"2.16.840.1.113883.4.642.3.77",UnitsOfTime,UnitsOfTime,"A unit of time (units from UCUM).","StructureDefinition/senologie-systemtherapie-medikation","UCUM"
http://hl7.org/fhir/uv/genomics-reporting/ValueSet/dna-change-type-vs,3.0.0,active,,DNAChangeTypeVS,DNA Change Type,"DNA Change Type of a variant.","StructureDefinition/senologie-somatische-mutation","hl7.terminology.r4"
http://hl7.org/fhir/uv/genomics-reporting/ValueSet/hgnc-vs,3.0.0,active,,HGNCVS,HUGO Gene Nomenclature Committee Gene Names (HGNC),"This value set includes all HGNC Codes, which includes multiple code systems. In this guide, Gene IDs from HGNC are used as CodeableConcepts, which must be sent with the HGNC gene ID including the prefix 'HGNC:' as the code and the HGNC 'gene symbol' as display. CAUTION: HGNC also indexes gene groups by numeric ID (without a prefix), and older systems may send HGNC gene IDs without the prefix, so care must be taken to confirm alignment. We have separately included the genegroup code system to draw attention to this ambiguity and potential error.","StructureDefinition/senologie-somatische-mutation,StructureDefinition/senologie-pdl1-status","hl7.terminology.r4"
http://hl7.org/fhir/uv/genomics-reporting/ValueSet/hgvs-vs,3.0.0,active,,HGVSVS,Human Genome Variation Society (HGVS) Nomenclature,"HGVS-nomenclature is used to report and exchange information regarding variants found in DNA, RNA and protein sequences and serves as an international standard. (source: varnomen.hgvs.org)","StructureDefinition/senologie-somatische-mutation","hl7.terminology.r4"
http://hl7.org/fhir/uv/genomics-reporting/ValueSet/molecular-biomarker-category-vs,3.0.0,active,,MolecularBiomarkerCategoryVS,Molecular Biomarker Categories,"This value set is drawn from the Molecular Biomarker Ontology code system, which provides codes that characterize a molecular biomarker.","StructureDefinition/senologie-pdl1-status","hl7.fhir.uv.genomics-reporting"
http://hl7.org/fhir/uv/genomics-reporting/ValueSet/variant-confidence-status-vs,3.0.0,active,,VariantConfidenceStatusVS,Variant Confidence Status,"A code that classifies the confidence for calling this variant.","StructureDefinition/senologie-somatische-mutation","THO"
http://hl7.org/fhir/uv/ips/ValueSet/medicine-route-of-administration,2.0.0,active,,MedicineRouteOfAdministrationUvIps,Medicine EDQM Route of Administration - IPS,"While SNOMED remains a preferred binding for medicine route, EDQM (European Directorate for the Quality of Medicines and Healthcare) route of administration codes are allowed as additional binding.   EDQM (European Directorate for the Quality of Medicines and Healthcare) Route of Administration codes.  This Value Set includes all the EDQM Standard Terms having:   [Concept Status] = ‘C’ AND   [Concept Class] = 'ROA' AND   [Domain] = 'H+V'    C = 'Current'; ROA = 'Route of administration'; H+V = 'Human and Veterinary'","StructureDefinition/senologie-systemtherapie-medikation","Other"
http://hl7.org/fhir/uv/ips/ValueSet/target-site-uv-ips,1.1.0,active,,TargetSiteUvIps,Target Site - IPS,"This value set includes codes from SNOMED Clinical Terms®: all descendants of 442083009 | Anatomical or acquired body structure (body structure)|.","StructureDefinition/senologie-systemtherapie-medikation","SCT"
http://ig.fhir.de/igs/medication/ValueSet/DosageDoseQuantityDE,1.0.4,active,,DosageDoseQuantityDEVS,Dosage DoseQuantity ValueSet,"Diese ValueSet enthält Konzepte für die Dosierungseinheit in der Dosiermenge.","StructureDefinition/senologie-systemtherapie-medikation","UCUM,kbv.all.st"
http://loinc.org/vs/LL1040-6,null,active,,LOINCAnswersLL1040-6,LOINC Answer Codes for LL1040-6,"","StructureDefinition/senologie-somatische-mutation","LOINC"
http://loinc.org/vs/LL1971-2,null,active,,LOINCAnswersLL1971-2,LOINC Answer Codes for LL1971-2,"","StructureDefinition/senologie-somatische-mutation","LOINC"
http://loinc.org/vs/LL2938-0,null,active,,LOINCAnswersLL2938-0,LOINC Answer Codes for LL2938-0,"","StructureDefinition/senologie-somatische-mutation","LOINC"
http://loinc.org/vs/LL378-1,null,active,,LOINCAnswersLL378-1,LOINC Answer Codes for LL378-1,"","StructureDefinition/senologie-somatische-mutation","LOINC"
http://loinc.org/vs/LL381-5,null,active,,LOINCAnswersLL381-5,LOINC Answer Codes for LL381-5,"","StructureDefinition/senologie-somatische-mutation","LOINC"
http://loinc.org/vs/LL4048-6,null,active,,LOINCAnswersLL4048-6,LOINC Answer Codes for LL4048-6,"","StructureDefinition/senologie-somatische-mutation","LOINC"
http://loinc.org/vs/LL4050-2,null,active,,LOINCAnswersLL4050-2,LOINC Answer Codes for LL4050-2,"","StructureDefinition/senologie-somatische-mutation","LOINC"
http://loinc.org/vs/LL5323-2,null,active,,LOINCAnswersLL5323-2,LOINC Answer Codes for LL5323-2,"","StructureDefinition/senologie-somatische-mutation","LOINC"
http://loinc.org/vs/LL5489-1,null,active,,LOINCAnswersLL5489-1,LOINC Answer Codes for LL5489-1,"","StructureDefinition/senologie-somatische-mutation","LOINC"
http://snomed.info/sct?fhir_vs=isa/373873005,null,active,,SCTValueSetFor373873005,SCT ValueSet for 373873005,"SNOMED CT Concepts that is-a 373873005","StructureDefinition/senologie-begleitmedikation","SCT"
http://terminology.hl7.org/ValueSet/v2-0371,3.0.0,active,"2.16.840.1.113883.21.245",Hl7VSAdditivePreservative,hl7VS-additivePreservative,"Concepts specifying any additive introduced to the specimen before or at the time of collection.  These additives may be introduced in order to preserve, maintain or enhance the particular nature or component of the specimen.  Used in Version 2 messaging in the SPM segment.","StructureDefinition/senologie-pathologie-praeparat","THO (V2)"
http://terminology.hl7.org/ValueSet/v2-0487,3.0.0,active,"2.16.840.1.113883.21.327",Hl7VSSpecimenType,hl7VS-specimenType,"Concepts that describe the precise nature of an entity that may be used as the source material for an observation.  This is one of two code systems that are used instead of table 0070 (code system xxxx) which conflated specimen types and specimen collection methods.   Used in Version 2 messaging in the SPM segment.","StructureDefinition/senologie-pathologie-praeparat","THO (V2)"
http://terminology.hl7.org/ValueSet/v2-0493,3.0.0,active,"2.16.840.1.113883.21.333",Hl7VSSpecimenCondition,hl7VS-specimenCondition,"Concepts of modes or states of being that describe the nature of a specimen.  Used in Version 2 messaging in the SPM segment.","StructureDefinition/senologie-pathologie-praeparat","THO (V2)"
http://terminology.hl7.org/ValueSet/v2-0916,3.0.0,active,"2.16.840.1.113883.21.440",Hl7VSRelevantClincialInformation,hl7VS-relevantClincialInformation,"Value Set of codes that specify additional clinical information about the patient or specimen to report the supporting and/or suspected diagnosis and clinical findings on requests for interpreted diagnostic studies.","StructureDefinition/senologie-pathologie-praeparat","THO (V2)"
http://terminology.hl7.org/ValueSet/v3-ActSubstanceAdminSubstitutionCode,3.0.0,active,"2.16.840.1.113883.1.11.16621",ActSubstanceAdminSubstitutionCode,ActSubstanceAdminSubstitutionCode,"***No description***","StructureDefinition/senologie-geplante-systemtherapie","THO (V3)"
http://terminology.hl7.org/ValueSet/v3-FamilyMember,3.0.0,active,"2.16.840.1.113883.1.11.19579",FamilyMember,FamilyMember,"A relationship between two people characterizing their ""familial"" relationship","StructureDefinition/senologie-familienanamnese","THO (V3)"
http://terminology.hl7.org/ValueSet/v3-ServiceDeliveryLocationRoleType,3.0.0,active,"2.16.840.1.113883.1.11.17660",ServiceDeliveryLocationRoleType,ServiceDeliveryLocationRoleType,"A role of a place that further classifies the setting (e.g., accident site, road side, work site, community location) in which services are delivered.","StructureDefinition/senologie-op-planung","THO (V3)"
http://terminology.hl7.org/ValueSet/v3-SubstanceAdminSubstitutionReason,3.0.0,active,"2.16.840.1.113883.1.11.19377",SubstanceAdminSubstitutionReason,SubstanceAdminSubstitutionReason,"***No description***","StructureDefinition/senologie-geplante-systemtherapie","THO (V3)"
https://www.medizininformatik-initiative.de/fhir/core/modul-diagnose/ValueSet/mii-vs-diagnose-alphaid,2026.0.0,active,,MII_VS_Diagnose_AlphaID,MII VS Diagnose Alpha-ID,"Enthaelt Alpha-ID-Codes der Versionen 2018 bis 2025","StructureDefinition/senologie-diagnose-maligne","de.basisprofil.r4"
https://www.medizininformatik-initiative.de/fhir/core/modul-diagnose/ValueSet/mii-vs-diagnose-bodystructure-snomed,2026.0.0,active,,MII_VS_Diagnose_BodyStructure_SNOMED,MII VS Diagnose BodyStructure SNOMED,"Enthaelt alle SNOMED Body structure codes","StructureDefinition/senologie-diagnose-maligne","SCT"
https://www.medizininformatik-initiative.de/fhir/core/modul-diagnose/ValueSet/mii-vs-diagnose-icd10gm,2026.0.0,active,,MII_VS_Diagnose_ICD10GM,MII VS Diagnose ICD-10-GM,"Enthaelt ICD-10-GM-Codes der Versionen 2009 bis 2025","StructureDefinition/senologie-diagnose-maligne","de.basisprofil.r4"
https://www.medizininformatik-initiative.de/fhir/core/modul-diagnose/ValueSet/mii-vs-diagnose-orphanet,2026.0.0,active,,MII_VS_Diagnose_Orphanet,MII VS Diagnose Orphanet,"Enthaelt alle Orpha-Kennnummern (ORPHAcodes)","StructureDefinition/senologie-diagnose-maligne","Other"
https://www.medizininformatik-initiative.de/fhir/core/modul-medikation/ValueSet/fallkontext,2026.0.1,active,,MII_VS_Medikation_Fallkontext,MII VS Medikation Fallkontext,"Codes zur Differenzierung des Kontextes in dem eine Medikationsliste verwaltet wird.","StructureDefinition/senologie-systemtherapie-medikation","de.ihe-d.terminology"
https://www.medizininformatik-initiative.de/fhir/core/modul-medikation/ValueSet/mii-vs-medikation-atc,2026.0.1,active,,MII_VS_Medikation_ATC,MII VS Medikation ATC,"Enthaelt ATC-Codes der Versionen 2018 bis 2024","StructureDefinition/senologie-systemtherapie-medikation","de.basisprofil.r4"
https://www.medizininformatik-initiative.de/fhir/core/modul-prozedur/ValueSet/mii-vs-prozedur-ops,2026.0.0,active,,MII_VS_Prozedur_OPS,MII VS Prozedur OPS,"Enthaelt OPS-Codes der Versionen 2010 bis 2025","StructureDefinition/senologie-systemtherapie-procedure,StructureDefinition/senologie-strahlentherapie","de.basisprofil.r4"
https://www.medizininformatik-initiative.de/fhir/core/modul-prozedur/ValueSet/procedures-category-sct,2026.0.0,active,,MII_VS_Prozedur_OpsKategorien_SNOMEDCT,MII VS Prozedur OPS Kategorien [SNOMED CT],"Enthaelt alle SNOMED CT Codes für ein Mapping der OPS Klassentitel","StructureDefinition/senologie-operation,StructureDefinition/senologie-systemtherapie-procedure,StructureDefinition/senologie-strahlentherapie","SCT"
https://www.medizininformatik-initiative.de/fhir/core/modul-prozedur/ValueSet/procedures-sct,2026.0.0,active,,MII_VS_Prozedur_Prozeduren_SNOMEDCT,MII VS Prozedur Prozeduren [SNOMED CT],"Enthaelt alle SNOMED CT Procedure Codes","StructureDefinition/senologie-systemtherapie-procedure,StructureDefinition/senologie-strahlentherapie","SCT"
https://www.medizininformatik-initiative.de/fhir/ext/modul-biobank/ValueSet/mii-vs-biobank-body-structures-sct,2026.0.0,active,,MII_VS_Biobank_BodyStructures_SCT,MII VS Biobank BodyStructures SCT,"Value Set for Specimen Collection Body Structures (SNOMED CT)","StructureDefinition/senologie-pathologie-praeparat","SCT"
https://www.medizininformatik-initiative.de/fhir/ext/modul-biobank/ValueSet/mii-vs-biobank-laboratory-procedure-sct,2026.0.0,active,,MII_VS_Biobank_Laboratory_Procedure_SCT,MII VS Biobank Laboratory Procedure SCT,"Value Set for Specimen Processing Laboratory Procedures (SNOMED CT)","StructureDefinition/senologie-pathologie-praeparat","SCT"
https://www.medizininformatik-initiative.de/fhir/ext/modul-biobank/ValueSet/mii-vs-biobank-probenart-sct,2026.0.0,active,,MII_VS_Biobank_Probenart_SCT,MII VS Biobank Probenart SCT,"Value Set for Sample Types (SNOMED CT)","StructureDefinition/senologie-pathologie-praeparat","SCT"
https://www.medizininformatik-initiative.de/fhir/ext/modul-mtb/ValueSet/mii-vs-mtb-molekulare-biomarker,2026.0.1,active,,MII_VS_MTB_Molekulare_Biomarker,MII VS Molekulare Biomarker,"ValueSet zum CS Molekulare Biomarker","StructureDefinition/senologie-pdl1-status","de.medizininformatikinitiative.kerndatensatz.mtb"
https://www.medizininformatik-initiative.de/fhir/ext/modul-onko/ValueSet/mii-vs-onko-beurteilung-lokaler-residualstatus,2026.0.3,active,,MII_VS_Onko_Beurteilung_Lokaler_Residualstatus,MII VS Onkologie Beurteilung des lokalen Residualstatus,"Value Set für oBDS-Codes für die Beurteilung des lokalen Residualstatus","StructureDefinition/senologie-operation","de.medizininformatikinitiative.kerndatensatz.onkologie"
https://www.medizininformatik-initiative.de/fhir/ext/modul-onko/ValueSet/mii-vs-onko-genetische-variante-auspraegung,2026.0.3,active,,MII_VS_Onko_Genetische_Variante_Auspraegung,MII_VS Onkologie Genetische Variante Ausprägung,"Value Set für oBDS-Codes für Ausprägung der Genetischen Variante","StructureDefinition/senologie-somatische-mutation","de.medizininformatikinitiative.kerndatensatz.onkologie"
https://www.medizininformatik-initiative.de/fhir/ext/modul-onko/ValueSet/mii-vs-onko-icdo3-morphologie,2026.0.3,active,,MII_VS_Onko_ICDO3_Morphologie,MII VS Onkologie ICD-O-3 Morphologie,"Codes für histologische Morphologie und Verhalten einer neoplastischen Veränderung","StructureDefinition/senologie-diagnose-maligne","THO"
https://www.medizininformatik-initiative.de/fhir/ext/modul-onko/ValueSet/mii-vs-onko-icdo3-topographie,2026.0.3,active,,MII_VS_Onko_ICDO3_Topographie,MII VS Onkologie ICD-O-3 Topographie,"Codes für Topographie einer neoplastischen Veränderung","StructureDefinition/senologie-pathologie-praeparat,StructureDefinition/senologie-diagnose-maligne","THO"
https://www.medizininformatik-initiative.de/fhir/ext/modul-onko/ValueSet/mii-vs-onko-mamma-intraoperatives-imaging-praeparat,2026.0.3,active,,MII_VS_Onko_Mamma_Intraoperatives_Imaging_Praeparat,,"Value Set für intraoperatives Imaging des Präparats nach Exzision bei Mamma-Karzinom","StructureDefinition/senologie-operation","SCT"
https://www.medizininformatik-initiative.de/fhir/ext/modul-onko/ValueSet/mii-vs-onko-mamma-operation-ops,2026.0.3,active,,MII_VS_Onko_Mamma_Operation_OPS,,"Value Set für Mamma-Operationen basierend auf OPS","StructureDefinition/senologie-operation","de.basisprofil.r4"
https://www.medizininformatik-initiative.de/fhir/ext/modul-onko/ValueSet/mii-vs-onko-mamma-operation-sct,2026.0.3,active,,MII_VS_Onko_Mamma_Operation_SCT,,"Value Set für Mamma-Operationen basierend auf SNOMED CT","StructureDefinition/senologie-operation","SCT"
https://www.medizininformatik-initiative.de/fhir/ext/modul-onko/ValueSet/mii-vs-onko-mamma-praeoperative-markierung-modalitaet,2026.0.3,active,,MII_VS_Onko_Mamma_Praeoperative_Markierung_Modalitaet,,"Value Set für Imagingmodalität der präoperativen Markierung bei Mamma-Karzinom","StructureDefinition/senologie-operation","SCT"
https://www.medizininformatik-initiative.de/fhir/ext/modul-onko/ValueSet/mii-vs-onko-nebenwirkung-art,2026.0.3,active,,MII_VS_Onko_Nebenwirkung_Art,MII VS Onkologie Nebenwirkung nach CTCAE Art,"oBDS-spezifisches ValueSet für Nebenwirkung nach CTCAE oder MedDRA code","StructureDefinition/senologie-nebenwirkung","hl7.terminology.r4"
https://www.medizininformatik-initiative.de/fhir/ext/modul-onko/ValueSet/mii-vs-onko-nebenwirkung-ctcae-grad,2026.0.3,active,,MII_VS_Onko_Nebenwirkung_CTCAE_Grad,MII VS Onkologie Nebenwirkung nach CTCAE Grad,"oBDS-spezifisches ValueSet für Nebenwirkung nach CTCAE-Grad","StructureDefinition/senologie-nebenwirkung","de.medizininformatikinitiative.kerndatensatz.onkologie"
https://www.medizininformatik-initiative.de/fhir/ext/modul-onko/ValueSet/mii-vs-onko-operation-intention,2026.0.3,active,,MII_VS_Onko_Operation_Intention,MII VS Onkologie Operation Intention,"Value Set für oBDS-Codes für Klassifikation von Intention der OP","StructureDefinition/senologie-operation","de.medizininformatikinitiative.kerndatensatz.onkologie"
https://www.medizininformatik-initiative.de/fhir/ext/modul-onko/ValueSet/mii-vs-onko-operation-komplikation,2026.0.3,active,,MII_VS_Onko_Operation_Komplikation,MII VS Onkologie Operation Komplikationen,"Value Set für oBDS-Codes für Klassifikation von Komplikationen während der OP","StructureDefinition/senologie-operation","de.medizininformatikinitiative.kerndatensatz.onkologie"
https://www.medizininformatik-initiative.de/fhir/ext/modul-onko/ValueSet/mii-vs-onko-operation-urgency,2026.0.3,active,,MII_VS_Onko_Operation_Urgency,,"Value Set für semantische Kodierung der oBDS-Modalität der Eingriffsdurchführung (Art des Eingriffs KR6)","StructureDefinition/senologie-operation","de.medizininformatikinitiative.kerndatensatz.onkologie"
https://www.medizininformatik-initiative.de/fhir/ext/modul-onko/ValueSet/mii-vs-onko-ops-strahlentherapie,2026.0.3,active,,MII_VS_Onko_OPS_Strahlentherapie,MII VS Onkologie OPS Strahlentherapie,"OPS-Codes für Strahlentherapie","StructureDefinition/senologie-strahlentherapie","de.basisprofil.r4"
https://www.medizininformatik-initiative.de/fhir/ext/modul-onko/ValueSet/mii-vs-onko-primaertumor-diagnosesicherung,2026.0.3,active,,MII_VS_Onko_Primaertumor_Diagnosesicherung,MII VS Onkologie Primärtumor Diagnosesicherung,"Codes für Primärtumor Diagnosesicherung, d.h. die höchste erreichte Diagnosesicherheit der Diagnose.","StructureDefinition/senologie-diagnose-maligne","de.medizininformatikinitiative.kerndatensatz.onkologie"
https://www.medizininformatik-initiative.de/fhir/ext/modul-onko/ValueSet/mii-vs-onko-seitenlokalisation,2026.0.3,active,,MII_VS_Onko_Seitenlokalisation,MII VS Onkologie Primärtumor Seitenlokalisation,"Codes für Seitenlokalisation, d.h. organspezifische Angabe der betroffenen Seite.","StructureDefinition/senologie-strahlentherapie,StructureDefinition/senologie-diagnose-maligne","de.medizininformatikinitiative.kerndatensatz.onkologie"
https://www.medizininformatik-initiative.de/fhir/ext/modul-onko/ValueSet/mii-vs-onko-strahlentherapie-applikationsart,2026.0.3,active,,MII_VS_Onko_Strahlentherapie_Applikationsart,MII VS Onkologie Strahlentherapie Applikationsart,"oBDS-spezifisches Codesystem für Klassifikation von Applikationsart der Strahlentherapie","StructureDefinition/senologie-strahlentherapie","de.medizininformatikinitiative.kerndatensatz.onkologie"
https://www.medizininformatik-initiative.de/fhir/ext/modul-onko/ValueSet/mii-vs-onko-strahlentherapie-boost,2026.0.3,active,,MII_VS_Onko_Strahlentherapie_Boosts,MII VS Onkologie Strahlentherapie Boost,"oBDS-spezifisches ValueSet für Klassifikation von Boosts bei Strahlentherapie","StructureDefinition/senologie-strahlentherapie","de.medizininformatikinitiative.kerndatensatz.onkologie"
https://www.medizininformatik-initiative.de/fhir/ext/modul-onko/ValueSet/mii-vs-onko-systemische-therapie-art,2026.0.3,active,,MII_VS_Onko_Systemische_Therapie_Art,MII VS Onkologie Systemische Therapie Art,"oBDS-spezifisches ValueSet für Klassifikation der Art der systemischen oder abwartenden Therapie","StructureDefinition/senologie-systemtherapie-procedure","de.medizininformatikinitiative.kerndatensatz.onkologie"
https://www.medizininformatik-initiative.de/fhir/ext/modul-onko/ValueSet/mii-vs-onko-systemische-therapie-intention,2026.0.3,active,,MII_VS_Onko_Systemische_Therapie_Intention,MII VS Onkologie Systemische Therapie Intention,"Value Set für oBDS-Codes für Klassifikation von Intention der Systemischen Therapie","StructureDefinition/senologie-systemtherapie-procedure","de.medizininformatikinitiative.kerndatensatz.onkologie"
